»’∆⁄,ºæΩ⁄,AQI,÷ ¡øµ»º∂,PM2.5,PM10,NO2,CO,SO2,O3_8h
2014-11-30,«Ô,146,«·∂»Œ€»æ,89,241,40,1.3,9,55
2014-12-01,∂¨,53,¡º,10,57,18,0.5,6,53
2014-12-02,∂¨,21,”≈,12,21,34,0.7,10,38
2014-12-03,∂¨,57,¡º,8,63,14,0.3,6,58
2014-12-04,∂¨,30,”≈,7,29,17,0.3,6,60
2014-12-05,∂¨,45,”≈,25,45,40,0.8,16,49
2014-12-06,∂¨,79,¡º,58,91,69,1.8,33,30
2014-12-07,∂¨,68,¡º,49,77,48,1.5,27,50
2014-12-08,∂¨,76,¡º,55,80,60,1.3,30,37
2014-12-09,∂¨,267,÷ÿ∂»Œ€»æ,217,280,108,4.8,65,9
2014-12-10,∂¨,168,÷–∂»Œ€»æ,127,216,61,2.5,28,59
2014-12-11,∂¨,38,”≈,20,38,32,0.6,15,56
2014-12-12,∂¨,41,”≈,11,41,22,0.4,8,51
2014-12-13,∂¨,65,¡º,42,80,49,1.1,24,33
2014-12-14,∂¨,108,«·∂»Œ€»æ,82,123,75,2.1,43,25
2014-12-15,∂¨,86,¡º,64,117,44,1.5,27,58
2014-12-16,∂¨,30,”≈,7,30,14,0.3,6,54
2014-12-17,∂¨,90,¡º,67,111,63,1.6,33,52
2014-12-18,∂¨,190,÷–∂»Œ€»æ,143,194,93,3.9,79,9
2014-12-19,∂¨,52,¡º,31,54,33,1.0,14,61
2014-12-20,∂¨,24,”≈,9,17,24,0.5,10,47
2014-12-21,∂¨,36,”≈,15,36,30,0.6,13,48
2014-12-22,∂¨,93,¡º,69,114,74,2.1,39,28
2014-12-23,∂¨,98,¡º,73,110,77,2.4,49,22
2014-12-24,∂¨,31,”≈,12,31,32,0.5,17,57
2014-12-25,∂¨,43,”≈,27,43,53,1.0,22,53
2014-12-26,∂¨,150,«·∂»Œ€»æ,115,155,92,3.0,58,15
2014-12-27,∂¨,240,÷ÿ∂»Œ€»æ,190,236,125,4.1,70,9
2014-12-28,∂¨,158,÷–∂»Œ€»æ,121,186,91,2.8,51,45
2014-12-29,∂¨,126,«·∂»Œ€»æ,96,165,83,2.8,41,42
2014-12-30,∂¨,55,¡º,24,61,51,1.0,22,41
2014-12-31,∂¨,46,”≈,6,46,12,0.3,7,57
2015-01-01,∂¨,58,¡º,41,67,50,1.1,24,44
2015-01-02,∂¨,69,¡º,51,80,60,1.3,31,38
2015-01-03,∂¨,197,÷–∂»Œ€»æ,148,193,101,3.2,67,14
2015-01-04,∂¨,224,÷ÿ∂»Œ€»æ,174,225,120,3.7,75,22
2015-01-05,∂¨,139,«·∂»Œ€»æ,107,156,70,2.9,57,67
2015-01-06,∂¨,51,¡º,34,51,40,0.8,22,65
2015-01-07,∂¨,84,¡º,62,89,64,1.8,38,27
2015-01-08,∂¨,163,÷–∂»Œ€»æ,124,151,92,3.0,49,11
2015-01-09,∂¨,98,¡º,73,93,61,1.6,32,55
2015-01-10,∂¨,195,÷–∂»Œ€»æ,147,174,94,2.8,55,32
2015-01-11,∂¨,53,¡º,37,55,47,0.9,18,44
2015-01-12,∂¨,153,÷–∂»Œ€»æ,117,146,72,2.2,43,25
2015-01-13,∂¨,206,÷ÿ∂»Œ€»æ,156,183,92,2.8,54,14
2015-01-14,∂¨,264,÷ÿ∂»Œ€»æ,214,251,100,3.1,54,6
2015-01-15,∂¨,378,—œ÷ÿŒ€»æ,328,375,111,4.7,34,6
2015-01-16,∂¨,146,«·∂»Œ€»æ,112,120,42,1.6,9,63
2015-01-17,∂¨,81,¡º,60,71,57,1.2,30,51
2015-01-18,∂¨,92,¡º,68,110,52,1.5,30,69
2015-01-19,∂¨,62,¡º,43,74,59,1.3,25,64
2015-01-20,∂¨,111,«·∂»Œ€»æ,84,108,74,2.0,44,23
2015-01-21,∂¨,31,”≈,19,23,32,0.6,16,62
2015-01-22,∂¨,128,«·∂»Œ€»æ,98,121,80,2.0,39,26
2015-01-23,∂¨,256,÷ÿ∂»Œ€»æ,206,233,121,3.6,61,13
2015-01-24,∂¨,126,«·∂»Œ€»æ,96,145,70,2.0,33,26
2015-01-25,∂¨,178,÷–∂»Œ€»æ,134,100,61,1.7,16,25
2015-01-26,∂¨,134,«·∂»Œ€»æ,102,106,43,1.7,11,59
2015-01-27,∂¨,28,”≈,17,28,29,0.6,14,56
2015-01-28,∂¨,52,¡º,37,47,49,1.0,21,41
2015-01-29,∂¨,85,¡º,63,77,41,1.2,22,61
2015-01-30,∂¨,32,”≈,12,21,26,0.5,12,63
2015-01-31,∂¨,42,”≈,30,42,43,0.8,19,49
2015-02-01,∂¨,102,«·∂»Œ€»æ,77,98,67,1.9,41,27
2015-02-02,∂¨,185,÷–∂»Œ€»æ,139,156,87,2.5,57,15
2015-02-03,∂¨,153,÷–∂»Œ€»æ,117,79,61,1.9,29,69
2015-02-04,∂¨,36,”≈,10,32,20,0.4,9,71
2015-02-05,∂¨,39,”≈,27,35,42,0.7,16,70
2015-02-06,∂¨,88,¡º,65,78,72,1.8,30,45
2015-02-07,∂¨,37,”≈,13,26,22,0.4,10,73
2015-02-08,∂¨,36,”≈,24,32,30,0.6,17,71
2015-02-09,∂¨,142,«·∂»Œ€»æ,109,127,79,1.9,48,40
2015-02-10,∂¨,161,÷–∂»Œ€»æ,123,138,94,2.4,47,50
2015-02-11,∂¨,58,¡º,41,56,44,1.0,23,76
2015-02-12,∂¨,45,”≈,32,42,44,0.8,16,75
2015-02-13,∂¨,158,÷–∂»Œ€»æ,121,131,83,2.1,34,49
2015-02-14,∂¨,286,÷ÿ∂»Œ€»æ,236,239,109,3.2,55,62
2015-02-15,∂¨,334,—œ÷ÿŒ€»æ,284,308,113,4.4,78,37
2015-02-16,∂¨,159,÷–∂»Œ€»æ,121,156,54,2.3,31,69
2015-02-17,∂¨,41,”≈,22,41,28,0.5,10,77
2015-02-18,∂¨,64,¡º,46,57,31,0.7,18,80
2015-02-19,∂¨,268,÷ÿ∂»Œ€»æ,218,248,42,1.5,55,60
2015-02-20,∂¨,183,÷–∂»Œ€»æ,138,29,38,1.4,9,53
2015-02-21,∂¨,202,÷ÿ∂»Œ€»æ,152,172,32,1.6,9,69
2015-02-22,∂¨,163,÷–∂»Œ€»æ,42,277,14,0.4,4,73
2015-02-23,∂¨,82,¡º,55,114,34,0.8,21,67
2015-02-24,∂¨,203,÷ÿ∂»Œ€»æ,153,213,59,2.1,34,55
2015-02-25,∂¨,103,«·∂»Œ€»æ,77,110,32,1.1,10,80
2015-02-26,∂¨,39,”≈,13,26,18,0.4,6,77
2015-02-27,∂¨,37,”≈,23,37,30,0.7,13,58
2015-02-28,∂¨,162,÷–∂»Œ€»æ,123,126,40,1.3,8,33
2015-03-01,¥∫,70,¡º,45,90,39,0.9,12,76
2015-03-02,¥∫,73,¡º,53,82,44,1.4,17,74
2015-03-03,¥∫,48,”≈,8,48,10,0.3,2,76
2015-03-04,¥∫,41,”≈,24,41,31,0.6,12,73
2015-03-05,¥∫,144,«·∂»Œ€»æ,110,129,59,1.6,47,65
2015-03-06,¥∫,245,÷ÿ∂»Œ€»æ,195,217,82,2.1,59,57
2015-03-07,¥∫,281,÷ÿ∂»Œ€»æ,231,246,83,2.4,41,92
2015-03-08,¥∫,169,÷–∂»Œ€»æ,129,148,53,1.4,22,79
2015-03-09,¥∫,40,”≈,7,28,14,0.3,3,79
2015-03-10,¥∫,45,”≈,30,45,39,0.8,13,78
2015-03-11,¥∫,52,¡º,37,52,46,1.0,13,75
2015-03-12,¥∫,83,¡º,61,79,60,1.2,21,60
2015-03-13,¥∫,86,¡º,64,82,60,1.3,21,80
2015-03-14,¥∫,127,«·∂»Œ€»æ,97,119,83,1.9,40,42
2015-03-15,¥∫,135,«·∂»Œ€»æ,103,198,73,1.7,26,93
2015-03-16,¥∫,257,÷ÿ∂»Œ€»æ,207,295,85,2.0,33,67
2015-03-17,¥∫,233,÷ÿ∂»Œ€»æ,183,222,57,1.7,16,102
2015-03-18,¥∫,69,¡º,47,89,50,0.8,12,82
2015-03-19,¥∫,127,«·∂»Œ€»æ,81,203,69,1.1,11,72
2015-03-20,¥∫,124,«·∂»Œ€»æ,44,199,46,0.5,6,98
2015-03-21,¥∫,77,¡º,19,103,28,0.3,4,87
2015-03-22,¥∫,77,¡º,20,104,21,0.3,4,87
2015-03-23,¥∫,67,¡º,34,84,43,0.7,7,89
2015-03-24,¥∫,102,«·∂»Œ€»æ,77,122,68,1.8,29,88
2015-03-25,¥∫,161,÷–∂»Œ€»æ,123,158,79,1.8,41,107
2015-03-26,¥∫,138,«·∂»Œ€»æ,105,155,56,1.0,21,138
2015-03-27,¥∫,138,«·∂»Œ€»æ,83,115,55,0.8,18,128
2015-03-28,¥∫,163,÷–∂»Œ€»æ,64,277,33,0.5,8,109
2015-03-29,¥∫,166,÷–∂»Œ€»æ,75,282,67,1.1,17,111
2015-03-30,¥∫,197,÷–∂»Œ€»æ,148,338,63,1.4,29,129
2015-03-31,¥∫,202,÷ÿ∂»Œ€»æ,152,191,54,2.3,21,107
2015-04-01,¥∫,80,¡º,59,78,49,0.7,5,79
2015-04-02,¥∫,50,”≈,35,19,26,0.7,4,88
2015-04-03,¥∫,62,¡º,28,40,27,0.6,4,114
2015-04-04,¥∫,84,¡º,62,75,36,0.6,5,134
2015-04-05,¥∫,74,¡º,53,99,30,0.5,3,104
2015-04-06,¥∫,38,”≈,20,32,14,0.3,2,76
2015-04-07,¥∫,45,”≈,23,39,23,0.3,4,89
2015-04-08,¥∫,126,«·∂»Œ€»æ,96,123,49,0.8,12,99
2015-04-09,¥∫,212,÷ÿ∂»Œ€»æ,162,190,59,1.2,17,120
2015-04-10,¥∫,200,÷–∂»Œ€»æ,150,186,62,1.1,9,126
2015-04-11,¥∫,188,÷–∂»Œ€»æ,141,77,46,1.7,16,130
2015-04-12,¥∫,44,”≈,12,26,12,0.3,2,87
2015-04-13,¥∫,67,¡º,26,39,22,0.4,3,120
2015-04-14,¥∫,74,¡º,54,84,54,0.7,5,114
2015-04-15,¥∫,168,÷–∂»Œ€»æ,109,286,70,0.9,14,101
2015-04-16,¥∫,91,¡º,26,132,13,0.2,3,95
2015-04-17,¥∫,112,«·∂»Œ€»æ,67,173,55,0.7,16,100
2015-04-18,¥∫,182,÷–∂»Œ€»æ,138,273,89,1.5,27,99
2015-04-19,¥∫,91,¡º,60,133,30,0.6,6,100
2015-04-20,¥∫,90,¡º,67,112,43,0.8,7,127
2015-04-21,¥∫,90,¡º,63,129,44,0.6,8,111
2015-04-22,¥∫,84,¡º,43,100,49,0.6,8,141
2015-04-23,¥∫,79,¡º,54,108,49,0.6,11,115
2015-04-24,¥∫,103,«·∂»Œ€»æ,52,155,47,0.6,7,139
2015-04-25,¥∫,115,«·∂»Œ€»æ,72,158,64,0.8,12,177
2015-04-26,¥∫,161,÷–∂»Œ€»æ,98,182,53,1.0,20,226
2015-04-27,¥∫,114,«·∂»Œ€»æ,81,134,46,0.9,12,175
2015-04-28,¥∫,78,¡º,43,68,39,0.7,5,134
2015-04-29,¥∫,150,«·∂»Œ€»æ,115,136,48,1.3,11,196
2015-04-30,¥∫,149,«·∂»Œ€»æ,114,146,43,1.1,11,209
2015-05-01,¥∫,165,÷–∂»Œ€»æ,125,141,45,1.1,13,171
2015-05-02,¥∫,88,¡º,45,68,30,0.6,3,145
2015-05-03,¥∫,72,¡º,40,94,24,0.4,2,113
2015-05-04,¥∫,66,¡º,23,65,20,0.3,4,119
2015-05-05,¥∫,72,¡º,43,94,37,0.5,7,114
2015-05-06,¥∫,60,¡º,19,70,24,0.3,3,100
2015-05-07,¥∫,89,¡º,42,129,37,0.6,6,119
2015-05-08,¥∫,83,¡º,52,115,37,1.0,11,119
2015-05-09,¥∫,55,¡º,39,52,33,1.0,7,100
2015-05-10,¥∫,49,”≈,34,35,46,1.3,4,46
2015-05-11,¥∫,42,”≈,24,20,30,0.8,2,84
2015-05-12,¥∫,54,¡º,19,44,41,0.5,2,105
2015-05-13,¥∫,98,¡º,57,133,66,0.8,4,158
2015-05-14,¥∫,57,¡º,20,62,29,0.3,5,108
2015-05-15,¥∫,67,¡º,23,47,26,0.4,3,120
2015-05-16,¥∫,116,«·∂»Œ€»æ,46,96,43,0.7,8,178
2015-05-17,¥∫,166,÷–∂»Œ€»æ,126,182,43,1.2,15,165
2015-05-18,¥∫,75,¡º,55,93,33,0.5,3,105
2015-05-19,¥∫,49,”≈,11,49,16,0.3,2,93
2015-05-20,¥∫,63,¡º,16,37,22,0.3,2,116
2015-05-21,¥∫,91,¡º,33,84,43,0.5,6,149
2015-05-22,¥∫,137,«·∂»Œ€»æ,52,89,41,0.8,12,201
2015-05-23,¥∫,179,÷–∂»Œ€»æ,95,139,53,1.0,16,244
2015-05-24,¥∫,178,÷–∂»Œ€»æ,115,164,56,1.2,16,243
2015-05-25,¥∫,203,÷ÿ∂»Œ€»æ,101,166,47,1.2,24,281
2015-05-26,¥∫,191,÷–∂»Œ€»æ,87,149,38,0.9,19,256
2015-05-27,¥∫,160,÷–∂»Œ€»æ,92,141,33,0.9,11,225
2015-05-28,¥∫,151,÷–∂»Œ€»æ,116,151,36,1.2,23,197
2015-05-29,¥∫,104,«·∂»Œ€»æ,61,94,42,0.8,5,164
2015-05-30,¥∫,136,«·∂»Œ€»æ,54,90,39,0.8,6,200
2015-05-31,¥∫,153,÷–∂»Œ€»æ,55,102,44,0.9,15,218
2015-06-01,œƒ,159,÷–∂»Œ€»æ,88,166,46,1.0,14,224
2015-06-02,œƒ,103,«·∂»Œ€»æ,30,63,26,0.5,4,163
2015-06-03,œƒ,75,¡º,32,101,36,0.5,6,128
2015-06-04,œƒ,70,¡º,51,90,55,3.4,7,96
2015-06-05,œƒ,68,¡º,49,52,45,6.8,5,65
2015-06-06,œƒ,79,¡º,25,62,32,5.0,3,135
2015-06-07,œƒ,43,”≈,14,32,30,2.6,4,86
2015-06-08,œƒ,69,¡º,18,35,35,0.5,4,123
2015-06-09,œƒ,134,«·∂»Œ€»æ,49,87,49,1.1,15,197
2015-06-10,œƒ,100,¡º,75,74,34,1.1,4,154
2015-06-11,œƒ,48,”≈,20,25,21,0.6,3,96
2015-06-12,œƒ,44,”≈,8,22,22,0.4,3,87
2015-06-13,œƒ,65,¡º,11,27,18,0.4,3,118
2015-06-14,œƒ,98,¡º,19,37,29,0.5,3,158
2015-06-15,œƒ,166,÷–∂»Œ€»æ,85,121,40,1.2,15,231
2015-06-16,œƒ,177,÷–∂»Œ€»æ,104,144,50,1.2,12,242
2015-06-17,œƒ,126,«·∂»Œ€»æ,42,67,36,0.8,3,189
2015-06-18,œƒ,53,¡º,19,32,28,0.5,2,103
2015-06-19,œƒ,35,”≈,14,33,24,0.5,2,70
2015-06-20,œƒ,103,«·∂»Œ€»æ,23,39,37,0.6,2,163
2015-06-21,œƒ,137,«·∂»Œ€»æ,41,73,39,0.6,5,201
2015-06-22,œƒ,163,÷–∂»Œ€»æ,90,117,38,1.1,16,228
2015-06-23,œƒ,231,÷ÿ∂»Œ€»æ,181,178,39,1.7,15,238
2015-06-24,œƒ,159,÷–∂»Œ€»æ,121,123,43,1.1,9,190
2015-06-25,œƒ,164,÷–∂»Œ€»æ,125,111,51,1.0,6,128
2015-06-26,œƒ,139,«·∂»Œ€»æ,106,23,24,0.9,2,200
2015-06-27,œƒ,120,«·∂»Œ€»æ,89,51,32,0.8,4,182
2015-06-28,œƒ,197,÷–∂»Œ€»æ,148,57,34,1.2,8,219
2015-06-29,œƒ,154,÷–∂»Œ€»æ,118,39,42,1.1,5,178
2015-06-30,œƒ,52,¡º,15,20,27,0.4,2,102
2015-07-01,œƒ,41,”≈,18,38,34,0.4,3,82
2015-07-02,œƒ,46,”≈,8,20,28,0.3,4,92
2015-07-03,œƒ,116,«·∂»Œ€»æ,24,60,34,0.9,11,178
2015-07-04,œƒ,92,¡º,33,59,45,0.7,6,150
2015-07-05,œƒ,160,÷–∂»Œ€»æ,62,71,36,1.0,9,225
2015-07-06,œƒ,156,÷–∂»Œ€»æ,69,76,33,1.1,10,221
2015-07-07,œƒ,160,÷–∂»Œ€»æ,67,86,32,0.9,7,225
2015-07-08,œƒ,175,÷–∂»Œ€»æ,125,132,35,1.1,8,240
2015-07-09,œƒ,172,÷–∂»Œ€»æ,72,92,37,0.8,11,237
2015-07-10,œƒ,145,«·∂»Œ€»æ,50,82,32,0.7,9,210
2015-07-11,œƒ,181,÷–∂»Œ€»æ,103,126,35,1.1,10,246
2015-07-12,œƒ,200,÷–∂»Œ€»æ,108,158,46,0.9,5,267
2015-07-13,œƒ,176,÷–∂»Œ€»æ,49,84,43,0.6,3,241
2015-07-14,œƒ,147,«·∂»Œ€»æ,35,65,30,0.6,4,212
2015-07-15,œƒ,85,¡º,34,62,47,0.6,3,142
2015-07-16,œƒ,54,¡º,37,47,29,0.7,2,105
2015-07-17,œƒ,50,”≈,35,43,32,0.8,2,91
2015-07-18,œƒ,78,¡º,47,30,26,0.8,2,134
2015-07-19,œƒ,89,¡º,66,33,32,0.9,2,124
2015-07-20,œƒ,118,«·∂»Œ€»æ,89,144,33,0.9,2,142
2015-07-21,œƒ,176,÷–∂»Œ€»æ,133,0,33,1.1,2,151
2015-07-22,œƒ,110,«·∂»Œ€»æ,62,55,35,0.7,2,171
2015-07-23,œƒ,70,¡º,41,54,48,0.8,2,123
2015-07-24,œƒ,138,«·∂»Œ€»æ,50,77,46,0.9,2,201
2015-07-25,œƒ,158,÷–∂»Œ€»æ,90,108,38,1.0,3,223
2015-07-26,œƒ,151,÷–∂»Œ€»æ,104,123,33,1.0,4,216
2015-07-27,œƒ,130,«·∂»Œ€»æ,75,133,33,0.9,3,192
2015-07-28,œƒ,109,«·∂»Œ€»æ,52,76,30,0.8,2,169
2015-07-29,œƒ,138,«·∂»Œ€»æ,86,55,35,0.9,2,201
2015-07-30,œƒ,75,¡º,44,52,28,0.9,2,129
2015-07-31,œƒ,85,¡º,26,41,26,0.7,2,142
2015-08-01,œƒ,90,¡º,67,72,47,1.3,3,100
2015-08-02,œƒ,102,«·∂»Œ€»æ,74,88,27,1.2,2,162
2015-08-03,œƒ,82,¡º,60,33,33,1.1,4,101
2015-08-04,œƒ,110,«·∂»Œ€»æ,21,54,32,0.5,4,171
2015-08-05,œƒ,127,«·∂»Œ€»æ,64,102,40,1.0,3,189
2015-08-06,œƒ,119,«·∂»Œ€»æ,58,95,31,0.8,2,180
2015-08-07,œƒ,119,«·∂»Œ€»æ,90,0,33,1.1,4,167
2015-08-08,œƒ,110,«·∂»Œ€»æ,40,72,34,0.7,3,171
2015-08-09,œƒ,152,÷–∂»Œ€»æ,53,85,37,0.8,3,217
2015-08-10,œƒ,112,«·∂»Œ€»æ,42,80,38,0.7,2,173
2015-08-11,œƒ,175,÷–∂»Œ€»æ,91,128,36,1.4,6,240
2015-08-12,œƒ,161,÷–∂»Œ€»æ,81,129,36,1.0,4,226
2015-08-13,œƒ,202,÷ÿ∂»Œ€»æ,120,160,41,1.3,7,275
2015-08-14,œƒ,119,«·∂»Œ€»æ,58,95,35,0.8,4,180
2015-08-15,œƒ,80,¡º,22,54,36,0.6,3,135
2015-08-16,œƒ,201,÷ÿ∂»Œ€»æ,38,89,40,0.7,6,270
2015-08-17,œƒ,145,«·∂»Œ€»æ,80,161,40,1.0,8,209
2015-08-18,œƒ,90,¡º,48,82,34,0.8,3,147
2015-08-19,œƒ,97,¡º,51,65,38,0.8,2,156
2015-08-20,œƒ,100,¡º,33,51,26,0.6,2,160
2015-08-21,œƒ,94,¡º,14,37,25,0.4,2,152
2015-08-22,œƒ,56,¡º,17,38,20,0.6,4,107
2015-08-23,œƒ,53,¡º,21,33,23,0.8,4,103
2015-08-24,œƒ,55,¡º,13,28,22,0.5,2,106
2015-08-25,œƒ,50,”≈,14,27,23,0.5,2,99
2015-08-26,œƒ,61,¡º,12,27,23,0.4,2,113
2015-08-27,œƒ,60,¡º,12,26,25,0.4,2,111
2015-08-28,œƒ,70,¡º,16,38,24,0.5,3,124
2015-08-29,œƒ,118,«·∂»Œ€»æ,28,48,21,0.6,2,179
2015-08-30,œƒ,74,¡º,28,32,25,0.9,2,128
2015-08-31,œƒ,37,”≈,25,29,25,0.7,2,73
2015-09-01,«Ô,34,”≈,11,20,20,0.5,2,67
2015-09-02,«Ô,44,”≈,10,19,20,0.4,2,87
2015-09-03,«Ô,74,¡º,15,30,19,0.5,2,128
2015-09-04,«Ô,64,¡º,46,0,26,1.5,3,101
2015-09-05,«Ô,44,”≈,18,20,23,0.7,2,88
2015-09-06,«Ô,63,¡º,17,34,30,0.5,2,115
2015-09-07,«Ô,84,¡º,25,44,38,0.7,3,140
2015-09-08,«Ô,104,«·∂»Œ€»æ,52,82,53,0.9,6,164
2015-09-09,«Ô,50,”≈,32,50,40,0.7,3,94
2015-09-10,«Ô,37,”≈,8,14,29,0.4,2,41
2015-09-11,«Ô,35,”≈,9,16,26,0.4,2,69
2015-09-12,«Ô,34,”≈,9,24,27,0.4,2,68
2015-09-13,«Ô,57,¡º,20,51,45,0.6,3,105
2015-09-14,«Ô,89,¡º,66,105,58,0.9,10,145
2015-09-15,«Ô,140,«·∂»Œ€»æ,105,134,62,1.2,13,204
2015-09-16,«Ô,169,÷–∂»Œ€»æ,128,152,62,1.2,8,180
2015-09-17,«Ô,201,÷ÿ∂»Œ€»æ,151,166,69,1.3,10,181
2015-09-18,«Ô,102,«·∂»Œ€»æ,76,77,49,0.9,3,110
2015-09-19,«Ô,69,¡º,23,51,55,0.6,3,95
2015-09-20,«Ô,114,«·∂»Œ€»æ,86,112,51,1.0,9,146
2015-09-21,«Ô,133,«·∂»Œ€»æ,101,134,67,1.3,17,176
2015-09-22,«Ô,179,÷–∂»Œ€»æ,135,0,60,1.5,10,108
2015-09-23,«Ô,57,¡º,32,60,45,0.7,2,98
2015-09-24,«Ô,124,«·∂»Œ€»æ,94,102,53,1.2,4,121
2015-09-25,«Ô,49,”≈,22,44,39,0.6,3,82
2015-09-26,«Ô,74,¡º,34,72,48,0.7,7,128
2015-09-27,«Ô,73,¡º,48,85,58,0.7,3,113
2015-09-28,«Ô,68,¡º,49,62,46,1.3,4,59
2015-09-29,«Ô,62,¡º,44,0,45,1.1,3,20
2015-09-30,«Ô,48,”≈,30,0,38,0.7,3,48
2015-10-01,«Ô,33,”≈,14,29,25,0.3,2,65
2015-10-02,«Ô,59,¡º,30,68,47,0.6,3,88
2015-10-03,«Ô,62,¡º,28,69,49,0.7,4,85
2015-10-04,«Ô,149,«·∂»Œ€»æ,114,155,77,1.3,10,125
2015-10-05,«Ô,272,÷ÿ∂»Œ€»æ,222,244,80,1.7,9,180
2015-10-06,«Ô,343,—œ÷ÿŒ€»æ,293,327,84,2.0,7,200
2015-10-07,«Ô,310,—œ÷ÿŒ€»æ,260,83,76,1.8,8,128
2015-10-08,«Ô,35,”≈,11,28,23,0.3,2,70
2015-10-09,«Ô,39,”≈,16,39,29,0.4,3,64
2015-10-10,«Ô,27,”≈,8,23,17,0.3,2,54
2015-10-11,«Ô,37,”≈,10,25,21,0.3,2,73
2015-10-12,«Ô,60,¡º,18,47,48,0.5,3,70
2015-10-13,«Ô,84,¡º,35,73,67,0.8,6,68
2015-10-14,«Ô,135,«·∂»Œ€»æ,103,147,96,2.0,16,66
2015-10-15,«Ô,143,«·∂»Œ€»æ,109,147,91,1.4,9,123
2015-10-16,«Ô,253,÷ÿ∂»Œ€»æ,203,236,111,2.1,13,159
2015-10-17,«Ô,344,—œ÷ÿŒ€»æ,294,0,119,2.5,13,97
2015-10-18,«Ô,64,¡º,46,68,41,0.8,7,50
2015-10-19,«Ô,78,¡º,57,103,61,0.9,6,46
2015-10-20,«Ô,99,¡º,74,113,65,1.4,9,15
2015-10-21,«Ô,70,¡º,51,77,41,0.9,2,28
2015-10-22,«Ô,54,¡º,29,49,43,0.7,2,25
2015-10-23,«Ô,74,¡º,54,77,53,0.9,3,45
2015-10-24,«Ô,75,¡º,55,76,53,1.0,6,51
2015-10-25,«Ô,74,¡º,37,84,59,0.9,10,23
2015-10-26,«Ô,63,¡º,28,75,29,0.5,2,51
2015-10-27,«Ô,48,”≈,15,48,37,0.5,3,52
2015-10-28,«Ô,30,”≈,8,20,24,0.3,3,57
2015-10-29,«Ô,30,”≈,7,22,20,0.3,3,59
2015-10-30,«Ô,58,¡º,25,52,46,0.7,4,44
2015-10-31,«Ô,73,¡º,43,70,58,0.8,5,42
2015-11-01,«Ô,98,¡º,72,106,78,1.0,7,39
2015-11-02,«Ô,102,«·∂»Œ€»æ,76,116,78,1.4,8,44
2015-11-03,«Ô,199,÷–∂»Œ€»æ,149,181,90,1.9,16,63
2015-11-04,«Ô,260,÷ÿ∂»Œ€»æ,210,0,108,2.0,15,29
2015-11-05,«Ô,144,«·∂»Œ€»æ,110,0,53,1.0,6,26
2015-11-06,«Ô,37,”≈,20,9,29,0.5,2,38
2015-11-07,«Ô,37,”≈,19,0,29,0.5,2,41
2015-11-08,«Ô,82,¡º,60,89,46,0.9,3,37
2015-11-09,«Ô,163,÷–∂»Œ€»æ,124,0,56,1.6,4,7
2015-11-10,«Ô,175,÷–∂»Œ€»æ,132,0,55,1.6,4,5
2015-11-11,«Ô,137,«·∂»Œ€»æ,104,0,55,1.9,4,11
2015-11-12,«Ô,205,÷ÿ∂»Œ€»æ,155,136,60,2.5,6,3
2015-11-13,«Ô,258,÷ÿ∂»Œ€»æ,208,188,70,3.1,15,4
2015-11-14,«Ô,324,—œ÷ÿŒ€»æ,274,298,83,3.6,17,11
2015-11-15,«Ô,246,÷ÿ∂»Œ€»æ,196,0,70,3.2,13,31
2015-11-16,«Ô,79,¡º,58,85,52,1.5,10,18
2015-11-17,«Ô,82,¡º,60,86,45,1.5,7,21
2015-11-18,«Ô,92,¡º,68,90,45,1.1,7,9
2015-11-19,«Ô,102,«·∂»Œ€»æ,76,0,45,1.7,4,2
2015-11-20,«Ô,88,¡º,65,0,43,2.3,9,3
2015-11-21,«Ô,60,¡º,43,0,41,2.1,7,4
2015-11-22,«Ô,69,¡º,50,0,39,1.0,7,33
2015-11-23,«Ô,39,”≈,27,37,28,0.7,10,51
2015-11-24,«Ô,65,¡º,45,0,52,1.1,8,41
2015-11-25,«Ô,69,¡º,50,22,37,1.1,9,52
2015-11-26,«Ô,55,¡º,38,60,37,0.9,11,56
2015-11-27,«Ô,264,÷ÿ∂»Œ€»æ,214,245,93,2.9,36,15
2015-11-28,«Ô,308,—œ÷ÿŒ€»æ,258,254,102,4.0,44,13
2015-11-29,«Ô,302,—œ÷ÿŒ€»æ,252,0,108,4.9,38,21
2015-11-30,«Ô,450,—œ÷ÿŒ€»æ,343,550,124,6.0,24,11
2015-12-01,∂¨,476,—œ÷ÿŒ€»æ,464,454,133,7.9,35,9
2015-12-02,∂¨,24,”≈,7,22,16,0.3,3,47
2015-12-03,∂¨,33,”≈,10,33,16,0.4,5,47
2015-12-04,∂¨,54,¡º,31,58,43,0.9,12,46
2015-12-05,∂¨,77,¡º,49,85,61,1.4,17,40
2015-12-06,∂¨,175,÷–∂»Œ€»æ,132,162,88,2.8,32,11
2015-12-07,∂¨,230,÷ÿ∂»Œ€»æ,180,199,93,3.5,36,9
2015-12-08,∂¨,295,÷ÿ∂»Œ€»æ,245,246,92,4.3,20,7
2015-12-09,∂¨,294,÷ÿ∂»Œ€»æ,244,10,94,3.6,32,9
2015-12-10,∂¨,127,«·∂»Œ€»æ,96,47,52,1.8,15,55
2015-12-11,∂¨,75,¡º,48,86,60,1.4,15,35
2015-12-12,∂¨,172,÷–∂»Œ€»æ,130,174,86,2.8,23,12
