日期,季节,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2017-10-19,秋,128,轻度污染,98,79,48,1.5,2,59
2017-10-20,秋,100,良,73,71,38,1.3,3,72
2017-10-21,秋,56,良,39,48,45,1.0,5,20
2017-10-22,秋,50,优,36,43,39,0.7,2,52
2017-10-23,秋,92,良,70,72,47,1.0,3,65
2017-10-24,秋,140,轻度污染,110,92,56,1.3,3,36
2017-10-25,秋,202,重度污染,153,123,69,1.6,3,25
2017-10-26,秋,221,重度污染,170,123,68,1.6,3,46
2017-10-27,秋,62,良,43,55,27,0.7,2,55
2017-10-28,秋,33,优,8,23,28,0.4,3,57
2017-10-29,秋,58,良,19,44,47,0.6,3,46
2017-10-30,秋,91,良,62,105,73,1.0,5,9
2017-10-31,秋,98,良,65,100,79,1.1,3,31
2017-11-01,秋,71,良,52,87,57,1.0,6,56
2017-11-02,秋,37,优,8,28,31,0.4,2,62
2017-11-03,秋,67,良,38,64,55,0.8,5,47
2017-11-04,秋,130,轻度污染,101,120,71,1.3,6,37
2017-11-05,秋,201,重度污染,152,144,71,1.5,5,56
2017-11-06,秋,111,轻度污染,81,99,44,1.0,3,66
2017-11-07,秋,63,良,20,45,52,0.8,6,30
2017-11-08,秋,78,良,53,94,65,1.4,6,22
2017-11-09,秋,39,优,7,37,15,0.3,2,58
2017-11-10,秋,46,优,18,38,37,0.5,4,36
2017-11-11,秋,78,良,56,93,64,1.0,6,15
2017-11-12,秋,60,良,26,71,31,0.6,3,61
2017-11-13,秋,32,优,11,32,27,0.5,3,62
2017-11-14,秋,46,优,16,38,38,0.5,3,60
2017-11-15,秋,90,良,58,87,73,1.4,10,19
2017-11-16,秋,55,良,22,58,31,0.7,4,64
2017-11-17,秋,54,良,40,62,36,0.6,7,60
2017-11-18,秋,117,轻度污染,89,118,73,1.4,9,17
2017-11-19,秋,135,轻度污染,105,129,86,1.9,10,29
2017-11-20,秋,158,中度污染,119,158,86,2.0,12,37
2017-11-21,秋,33,优,7,31,18,0.4,3,62
2017-11-22,秋,30,优,7,29,21,0.4,3,52
2017-11-23,秋,47,优,22,50,35,0.6,7,52
2017-11-24,秋,76,良,39,74,59,1.0,7,25
2017-11-25,秋,30,优,12,30,26,0.4,3,61
2017-11-26,秋,93,良,70,96,72,1.4,10,13
2017-11-27,秋,64,良,37,76,38,0.9,4,64
2017-11-28,秋,43,优,14,36,36,0.5,4,43
2017-11-29,秋,55,良,26,52,44,0.8,7,17
2017-11-30,秋,87,良,73,106,71,1.2,11,0
2017-12-01,冬,162,中度污染,152,220,108,2.0,17,0
2017-12-02,冬,254,重度污染,48,77,39,3.0,6,0
2017-12-03,冬,28,优,6,22,18,0.5,2,0
2017-12-04,冬,77,良,25,51,49,1.0,6,0
2017-12-05,冬,82,良,23,52,42,1.0,7,0
2017-12-06,冬,29,优,9,28,21,0.3,5,0
2017-12-07,冬,28,优,23,48,49,0.5,6,0
2017-12-08,冬,77,良,34,63,64,1.4,8,0
2017-12-09,冬,30,优,7,46,15,0.3,3,0
2017-12-10,冬,39,优,6,21,17,0.5,3,0
2017-12-11,冬,23,优,14,27,33,0.3,5,0
2017-12-12,冬,65,良,32,50,54,1.0,8,22
2017-12-13,冬,97,良,74,87,71,1.9,19,13
2017-12-14,冬,51,良,33,55,34,0.9,7,57
2017-12-15,冬,41,优,8,39,13,0.3,3,64
2017-12-16,冬,68,良,28,52,54,0.9,7,56
2017-12-17,冬,47,优,12,47,21,0.5,4,63
2017-12-18,冬,65,良,37,72,52,0.9,9,33
2017-12-19,冬,53,良,20,43,42,0.6,5,64
2017-12-20,冬,98,良,53,77,78,1.4,13,20
2017-12-21,冬,72,良,36,61,57,1.2,9,62
2017-12-22,冬,79,良,32,57,63,1.0,11,19
2017-12-23,冬,49,优,13,49,16,0.5,4,73
2017-12-24,冬,62,良,31,50,49,0.7,10,43
2017-12-25,冬,59,良,25,44,48,0.7,7,47
2017-12-26,冬,99,良,76,89,71,1.5,11,15
2017-12-27,冬,143,轻度污染,109,110,70,1.9,13,19
2017-12-28,冬,225,重度污染,175,168,86,2.9,6,11
2017-12-29,冬,145,轻度污染,111,118,62,2.0,5,52
2017-12-30,冬,64,良,32,67,51,1.0,6,35
2017-12-31,冬,57,良,34,63,44,1.0,9,38
2018-01-01,冬,50,优,28,50,33,0.8,7,46
2018-01-02,冬,28,优,11,28,21,0.4,5,51
2018-01-03,冬,40,优,15,30,32,0.5,4,39
2018-01-04,冬,63,良,32,54,50,0.9,8,36
2018-01-05,冬,48,优,16,30,38,0.5,5,48
2018-01-06,冬,54,良,38,57,43,0.8,10,50
2018-01-07,冬,55,良,12,60,11,0.3,4,61
2018-01-08,冬,35,优,7,35,13,0.3,3,63
2018-01-09,冬,32,优,6,21,9,0.3,3,63
2018-01-10,冬,32,优,13,25,25,0.5,5,55
2018-01-11,冬,87,良,61,81,69,1.3,11,21
2018-01-12,冬,139,轻度污染,106,122,79,1.7,15,17
2018-01-13,冬,176,中度污染,133,137,71,1.7,12,41
2018-01-14,冬,59,良,32,58,47,0.9,8,42
2018-01-15,冬,114,轻度污染,45,177,42,0.7,5,55
2018-01-16,冬,77,良,42,104,49,1.0,8,62
2018-01-17,冬,93,良,63,105,74,1.2,11,19
2018-01-18,冬,108,轻度污染,81,122,73,1.5,13,36
2018-01-19,冬,63,良,31,75,48,0.8,9,32
2018-01-20,冬,64,良,37,77,44,1.2,19,29
2018-01-21,冬,47,优,22,47,25,0.6,4,65
2018-01-22,冬,32,优,11,32,15,0.4,4,60
2018-01-23,冬,35,优,17,33,28,0.4,5,65
2018-01-24,冬,33,优,9,23,26,0.4,4,62
2018-01-25,冬,53,良,29,41,42,0.6,8,42
2018-01-26,冬,112,轻度污染,84,95,67,1.4,14,14
2018-01-27,冬,59,良,11,67,15,0.4,3,66
2018-01-28,冬,56,良,8,61,20,0.4,3,67
2018-01-29,冬,36,优,11,36,24,0.4,6,68
2018-01-30,冬,62,良,22,74,29,0.5,7,65
2018-01-31,冬,68,良,30,85,36,0.7,10,64
2018-02-01,冬,34,优,8,30,11,0.3,5,68
2018-02-02,冬,32,优,8,21,20,0.4,5,64
2018-02-03,冬,40,优,19,36,32,0.5,8,55
2018-02-04,冬,34,优,7,18,15,0.3,3,67
2018-02-05,冬,65,良,47,61,51,0.9,13,43
2018-02-06,冬,51,良,33,52,31,0.6,8,76
2018-02-07,冬,73,良,53,76,53,0.9,12,49
2018-02-08,冬,80,良,40,109,32,0.7,8,74
2018-02-09,冬,44,优,10,44,12,0.3,3,74
2018-02-10,冬,67,良,9,84,6,0.3,2,73
2018-02-11,冬,53,良,12,56,15,0.4,4,73
2018-02-12,冬,79,良,58,79,57,1.1,13,50
2018-02-13,冬,37,优,13,33,18,0.4,3,74
2018-02-14,冬,73,良,53,66,22,0.5,10,80
2018-02-15,冬,107,轻度污染,80,101,24,0.6,14,85
2018-02-16,冬,109,轻度污染,82,92,35,1.3,10,49
2018-02-17,冬,152,中度污染,116,109,46,1.7,14,80
2018-02-18,冬,188,中度污染,141,131,42,2.0,24,69
2018-02-19,冬,63,良,45,42,21,0.7,6,85
2018-02-20,冬,48,优,33,43,26,0.6,6,81
2018-02-21,冬,45,优,18,45,29,0.5,6,77
2018-02-22,冬,52,良,23,54,29,0.6,6,79
2018-02-23,冬,62,良,30,74,21,0.6,10,65
2018-02-24,冬,82,良,60,71,43,0.8,10,66
2018-02-25,冬,162,中度污染,123,121,69,1.5,21,86
2018-02-26,冬,218,重度污染,168,170,51,1.8,12,66
2018-02-27,冬,115,轻度污染,87,116,34,1.0,9,74
2018-02-28,冬,50,优,17,50,17,0.3,4,80
2018-03-01,春,103,轻度污染,77,103,51,1.0,18,65
2018-03-02,春,215,重度污染,165,189,72,1.8,18,52
2018-03-03,春,124,轻度污染,57,198,35,0.8,7,46
2018-03-04,春,90,良,48,130,41,0.8,9,65
2018-03-05,春,64,良,46,65,38,0.9,10,64
2018-03-06,春,65,良,47,64,47,0.7,8,44
2018-03-07,春,61,良,43,72,34,0.7,6,70
2018-03-08,春,135,轻度污染,103,106,66,1.2,12,73
2018-03-09,春,153,中度污染,117,125,58,1.4,14,101
2018-03-10,春,84,良,62,69,45,1.3,16,59
2018-03-11,春,189,中度污染,142,137,69,1.6,10,84
2018-03-12,春,283,重度污染,233,189,92,2.0,10,139
2018-03-13,春,276,重度污染,226,176,73,2.4,16,78
2018-03-14,春,61,良,20,72,16,0.4,3,87
2018-03-15,春,55,良,32,60,28,0.5,7,87
2018-03-16,春,83,良,61,60,57,0.9,4,27
2018-03-17,春,135,轻度污染,103,71,51,0.9,3,81
2018-03-18,春,93,良,69,59,43,0.8,4,88
2018-03-19,春,40,优,23,39,32,0.5,4,80
2018-03-20,春,79,良,58,82,51,0.8,8,68
2018-03-21,春,110,轻度污染,83,100,61,0.9,7,88
2018-03-22,春,138,轻度污染,105,126,82,1.3,10,59
2018-03-23,春,117,轻度污染,88,99,58,1.1,9,108
2018-03-24,春,74,良,54,89,54,0.6,7,117
2018-03-25,春,150,轻度污染,115,133,70,1.0,12,129
2018-03-26,春,233,重度污染,183,182,94,1.3,11,109
2018-03-27,春,0,无,0,0,47,0.8,6,69
2018-03-28,春,107,轻度污染,37,164,42,0.8,12,80
2018-03-29,春,66,良,39,81,50,0.6,7,96
2018-03-30,春,128,轻度污染,97,146,77,1.0,12,110
2018-03-31,春,213,重度污染,163,198,74,1.4,14,185
2018-04-01,春,256,重度污染,206,225,63,1.6,9,143
2018-04-02,春,69,良,12,87,15,0.2,2,80
2018-04-03,春,39,优,22,20,31,0.4,2,59
2018-04-04,春,73,良,50,95,25,0.5,2,42
2018-04-05,春,59,良,14,68,8,0.2,2,83
2018-04-06,春,47,优,18,47,22,0.3,4,89
2018-04-07,春,66,良,38,82,45,0.5,6,82
2018-04-08,春,108,轻度污染,81,118,59,1.3,20,105
2018-04-09,春,80,良,47,109,37,0.8,7,82
2018-04-10,春,54,良,18,57,35,0.3,4,97
2018-04-11,春,76,良,29,102,37,0.6,9,94
2018-04-12,春,63,良,37,57,50,1.1,8,47
2018-04-13,春,113,轻度污染,26,175,12,0.3,2,93
2018-04-14,春,64,良,23,77,28,0.3,4,101
2018-04-15,春,101,轻度污染,67,152,45,0.6,9,143
2018-04-16,春,126,轻度污染,89,201,39,0.8,9,145
2018-04-17,春,133,轻度污染,101,197,45,0.8,7,160
2018-04-18,春,147,轻度污染,112,179,46,0.9,9,187
2018-04-19,春,150,轻度污染,115,146,41,1.3,11,211
2018-04-20,春,85,良,63,67,31,0.9,3,71
2018-04-21,春,36,优,10,18,19,0.3,2,71
2018-04-22,春,49,优,16,29,26,0.4,2,97
2018-04-23,春,56,良,18,33,35,0.4,2,107
2018-04-24,春,77,良,31,61,42,0.5,4,132
2018-04-25,春,113,轻度污染,85,103,50,0.7,6,153
2018-04-26,春,107,轻度污染,39,163,36,0.5,4,129
2018-04-27,春,133,轻度污染,88,159,51,0.7,6,196
2018-04-28,春,176,中度污染,133,156,55,1.0,8,155
2018-04-29,春,60,良,26,62,23,0.6,4,111
2018-04-30,春,111,轻度污染,38,171,30,0.4,2,77
2018-05-01,春,46,优,15,38,21,0.3,2,92
2018-05-02,春,50,优,14,50,27,0.3,3,100
2018-05-03,春,100,良,56,105,52,0.6,8,159
2018-05-04,春,0,无,0,0,45,0.5,4,79
2018-05-05,春,112,轻度污染,55,174,39,0.5,4,136
2018-05-06,春,92,良,51,124,42,0.7,7,150
2018-05-07,春,81,良,28,75,36,0.5,4,137
2018-05-08,春,106,轻度污染,43,92,46,0.6,7,166
2018-05-09,春,130,轻度污染,85,131,58,0.9,11,192
2018-05-10,春,100,良,75,100,48,0.8,6,101
2018-05-11,春,169,中度污染,128,115,40,1.4,4,149
2018-05-12,春,105,轻度污染,45,76,37,0.5,3,165
2018-05-13,春,158,中度污染,106,130,41,1.1,6,223
2018-05-14,春,83,良,61,92,40,1.0,4,125
2018-05-15,春,138,轻度污染,105,83,34,1.7,5,164
2018-05-16,春,54,良,38,54,27,0.9,3,73
2018-05-17,春,84,良,21,44,28,0.5,4,140
2018-05-18,春,97,良,35,63,39,0.7,5,156
2018-05-19,春,54,良,37,42,28,0.7,3,104
2018-05-20,春,79,良,58,38,34,0.9,2,49
2018-05-21,春,96,良,42,141,23,0.4,2,90
2018-05-22,春,130,轻度污染,52,209,38,0.5,5,138
2018-05-23,春,135,轻度污染,47,120,48,0.7,7,198
2018-05-24,春,144,轻度污染,55,118,37,0.7,6,208
2018-05-25,春,0,无,0,0,33,0.7,4,128
2018-05-26,春,83,良,40,116,31,0.3,3,128
2018-05-27,春,0,无,0,0,23,0.2,2,87
2018-05-28,春,55,良,13,50,31,0.3,2,105
2018-05-29,春,85,良,12,34,32,0.3,3,142
2018-05-30,春,137,轻度污染,26,65,43,0.5,5,200
2018-05-31,春,114,轻度污染,25,62,44,0.4,3,175
2018-06-01,夏,178,中度污染,45,97,47,0.7,8,243
2018-06-02,夏,81,良,49,112,37,0.6,4,115
2018-06-03,夏,93,良,27,82,37,0.4,3,151
2018-06-04,夏,147,轻度污染,35,106,39,0.5,6,211
2018-06-05,夏,158,中度污染,45,130,41,0.7,8,223
2018-06-06,夏,84,良,19,51,22,0.4,3,140
2018-06-07,夏,80,良,14,42,30,0.4,2,135
2018-06-08,夏,49,优,20,37,26,0.5,2,97
2018-06-09,夏,95,良,31,31,21,0.6,2,153
2018-06-10,夏,89,良,58,58,28,0.8,2,146
2018-06-11,夏,125,轻度污染,77,75,39,0.9,3,187
2018-06-12,夏,59,良,42,41,30,0.8,3,93
2018-06-13,夏,111,轻度污染,23,37,33,0.6,3,172
2018-06-14,夏,120,轻度污染,72,63,26,1.3,5,181
2018-06-15,夏,126,轻度污染,73,75,26,0.9,3,188
2018-06-16,夏,87,良,41,43,25,0.7,2,144
2018-06-17,夏,131,轻度污染,72,71,31,0.8,3,194
2018-06-18,夏,104,轻度污染,47,65,25,0.9,4,164
2018-06-19,夏,86,良,35,45,30,0.6,3,143
2018-06-20,夏,142,轻度污染,24,56,33,0.7,6,206
2018-06-21,夏,89,良,55,82,46,1.0,6,146
2018-06-22,夏,190,中度污染,50,76,29,0.7,4,255
2018-06-23,夏,164,中度污染,48,83,28,0.7,4,229
2018-06-24,夏,111,轻度污染,73,104,38,1.0,5,172
2018-06-25,夏,144,轻度污染,110,95,32,1.5,4,202
2018-06-26,夏,44,优,24,43,32,0.4,3,87
2018-06-27,夏,59,良,8,22,23,0.3,3,110
2018-06-28,夏,95,良,16,50,40,0.4,2,153
2018-06-29,夏,165,中度污染,29,67,31,0.8,5,230
2018-06-30,夏,107,轻度污染,44,49,24,0.9,4,167
2018-07-01,夏,96,良,39,49,21,0.7,3,155
2018-07-02,夏,109,轻度污染,49,46,22,0.7,3,169
2018-07-03,夏,152,中度污染,52,69,29,0.8,3,217
2018-07-04,夏,156,中度污染,61,92,33,1.0,3,221
2018-07-05,夏,150,轻度污染,32,50,23,0.8,3,215
2018-07-06,夏,65,良,47,45,25,0.8,3,46
2018-07-07,夏,98,良,48,37,21,0.8,3,157
2018-07-08,夏,93,良,69,62,27,0.8,3,75
2018-07-09,夏,46,优,30,31,20,0.6,3,92
2018-07-10,夏,40,优,27,25,32,0.6,3,62
2018-07-11,夏,43,优,30,24,29,0.6,3,71
2018-07-12,夏,55,良,39,42,35,0.8,3,98
2018-07-13,夏,99,良,46,39,21,0.7,3,158
2018-07-14,夏,103,轻度污染,53,51,26,0.8,3,163
2018-07-15,夏,33,优,23,30,24,0.7,3,62
2018-07-16,夏,32,优,18,12,25,0.6,3,57
2018-07-17,夏,99,良,74,59,25,1.2,3,106
2018-07-18,夏,84,良,62,50,29,0.8,3,117
2018-07-19,夏,95,良,71,66,20,0.9,3,154
2018-07-20,夏,116,轻度污染,61,68,19,0.8,3,177
2018-07-21,夏,55,良,39,41,25,0.7,3,96
2018-07-22,夏,89,良,46,53,23,0.8,3,146
2018-07-23,夏,28,优,14,18,17,0.5,3,55
2018-07-24,夏,48,优,9,15,16,0.4,3,96
2018-07-25,夏,85,良,10,28,23,0.5,3,141
2018-07-26,夏,83,良,43,50,21,1.0,3,139
2018-07-27,夏,114,轻度污染,49,55,19,1.0,3,175
2018-07-28,夏,130,轻度污染,65,78,24,1.1,3,192
2018-07-29,夏,126,轻度污染,64,74,26,1.0,3,188
2018-07-30,夏,145,轻度污染,56,73,28,1.0,3,209
2018-07-31,夏,149,轻度污染,52,77,25,1.0,3,213
2018-08-01,夏,135,轻度污染,74,90,23,1.3,3,198
2018-08-02,夏,120,轻度污染,47,69,25,0.9,2,182
2018-08-03,夏,152,中度污染,56,86,27,1.0,3,217
2018-08-04,夏,73,良,30,48,19,0.7,3,127
2018-08-05,夏,46,优,32,44,28,1.2,4,56
2018-08-06,夏,78,良,55,54,24,1.1,3,133
2018-08-07,夏,38,优,20,21,20,0.8,3,75
2018-08-08,夏,95,良,26,30,26,0.9,2,154
2018-08-09,夏,135,轻度污染,32,42,26,0.8,2,198
2018-08-10,夏,76,良,41,43,22,1.0,3,131
2018-08-11,夏,68,良,49,39,21,1.0,2,95
2018-08-12,夏,76,良,41,37,20,0.9,2,131
2018-08-13,夏,35,优,23,29,19,0.7,2,70
2018-08-14,夏,45,优,13,25,24,0.5,2,89
2018-08-15,夏,81,良,12,27,23,0.3,2,137
2018-08-16,夏,137,轻度污染,28,57,36,0.6,2,200
2018-08-17,夏,45,优,13,20,22,0.4,3,90
2018-08-18,夏,38,优,18,31,28,0.6,3,75
2018-08-19,夏,78,良,21,32,22,0.7,2,133
2018-08-20,夏,51,良,11,27,25,0.4,2,101
2018-08-21,夏,54,良,17,47,43,0.6,2,60
2018-08-22,夏,68,良,15,36,31,0.5,2,121
2018-08-23,夏,54,良,11,31,29,0.4,2,104
2018-08-24,夏,121,轻度污染,27,60,29,0.6,3,183
2018-08-25,夏,125,轻度污染,53,82,28,0.8,3,187
2018-08-26,夏,124,轻度污染,56,79,30,1.0,5,186
2018-08-27,夏,92,良,53,67,32,0.9,3,150
2018-08-28,夏,53,良,8,21,22,0.4,2,103
2018-08-29,夏,39,优,14,34,30,0.6,3,77
2018-08-30,夏,86,良,13,28,26,0.5,3,143
2018-08-31,夏,88,良,44,50,30,0.9,3,145
2018-09-01,秋,67,良,41,34,19,0.8,2,120
2018-09-02,秋,42,优,29,28,19,0.5,2,78
2018-09-03,秋,43,优,7,19,24,0.3,2,86
2018-09-04,秋,62,良,11,33,31,0.4,3,114
2018-09-05,秋,35,优,8,35,19,0.3,2,68
2018-09-06,秋,34,优,5,18,17,0.3,2,68
2018-09-07,秋,42,优,8,23,27,0.3,2,84
2018-09-08,秋,75,良,24,56,41,0.5,4,129
2018-09-09,秋,75,良,43,74,52,0.9,6,129
2018-09-10,秋,80,良,43,68,41,0.8,5,135
2018-09-11,秋,103,轻度污染,47,58,37,0.8,4,163
2018-09-12,秋,110,轻度污染,80,97,49,0.9,4,170
2018-09-13,秋,132,轻度污染,100,109,50,1.0,5,157
2018-09-14,秋,30,优,14,23,20,0.4,2,59
2018-09-15,秋,42,优,8,26,30,0.3,3,83
2018-09-16,秋,52,良,12,40,41,0.4,3,72
2018-09-17,秋,63,良,20,55,50,0.5,3,56
2018-09-18,秋,74,良,28,63,59,0.7,3,42
2018-09-19,秋,64,良,45,70,50,0.7,3,116
2018-09-20,秋,45,优,15,45,29,0.3,2,62
2018-09-21,秋,34,优,6,25,18,0.2,2,68
2018-09-22,秋,30,优,5,25,22,0.3,2,59
2018-09-23,秋,36,优,8,25,28,0.3,3,72
2018-09-24,秋,48,优,22,48,36,0.6,4,90
2018-09-25,秋,54,良,34,57,40,0.6,3,93
2018-09-26,秋,89,良,66,80,59,0.9,5,68
2018-09-27,秋,75,良,55,42,35,0.8,3,83
2018-09-28,秋,32,优,6,13,24,0.3,3,64
2018-09-29,秋,30,优,5,18,21,0.3,3,59
2018-09-30,秋,40,优,8,21,19,0.3,3,80
2018-10-01,秋,44,优,11,29,35,0.4,3,81
2018-10-02,秋,53,良,13,34,42,0.5,3,82
2018-10-03,秋,74,良,46,74,56,1.0,8,128
2018-10-04,秋,109,轻度污染,82,87,56,1.2,7,123
2018-10-05,秋,33,优,8,21,18,0.3,3,66
2018-10-06,秋,49,优,10,36,39,0.4,2,67
2018-10-07,秋,42,优,9,34,33,0.4,2,73
2018-10-08,秋,26,优,4,19,15,0.2,3,51
2018-10-09,秋,33,优,7,22,26,0.3,3,52
2018-10-10,秋,47,优,12,31,37,0.3,2,59
2018-10-11,秋,73,良,40,73,58,0.6,4,72
2018-10-12,秋,113,轻度污染,85,104,75,1.0,6,90
2018-10-13,秋,189,中度污染,142,143,77,1.2,6,114
2018-10-14,秋,203,重度污染,153,126,69,1.4,5,55
2018-10-15,秋,83,良,61,38,37,0.9,3,74
2018-10-16,秋,53,良,32,51,42,0.6,2,63
2018-10-17,秋,67,良,31,50,53,0.6,3,64
2018-10-18,秋,73,良,43,56,58,0.7,3,79
2018-10-19,秋,88,良,65,75,68,0.8,5,81
2018-10-20,秋,152,中度污染,116,111,85,1.4,7,56
2018-10-21,秋,158,中度污染,120,116,58,1.2,5,72
2018-10-22,秋,45,优,15,43,36,0.4,2,58
2018-10-23,秋,85,良,45,95,68,0.9,4,37
2018-10-24,秋,112,轻度污染,84,123,74,1.5,9,29
2018-10-25,秋,45,优,5,45,11,0.2,3,56
2018-10-26,秋,33,优,10,32,26,0.3,3,57
2018-10-27,秋,36,优,4,29,11,0.2,2,72
2018-10-28,秋,31,优,5,20,21,0.3,2,62
2018-10-29,秋,49,优,11,33,39,0.4,3,65
2018-10-30,秋,62,良,23,51,49,0.8,4,45
2018-10-31,秋,80,良,51,77,64,0.9,6,58
2018-11-01,秋,152,中度污染,116,126,96,1.5,8,31
2018-11-02,秋,211,重度污染,161,148,89,1.7,8,81
2018-11-03,秋,102,轻度污染,76,69,48,0.8,3,23
2018-11-04,秋,47,优,20,27,37,0.5,2,30
2018-11-05,秋,50,优,14,31,40,0.5,3,40
2018-11-06,秋,65,良,28,55,52,0.7,4,16
2018-11-07,秋,94,良,70,101,73,1.2,6,14
2018-11-08,秋,54,良,31,58,41,0.6,3,61
2018-11-09,秋,50,优,13,38,40,0.4,3,37
2018-11-10,秋,72,良,46,80,57,0.7,5,49
2018-11-11,秋,132,轻度污染,100,119,75,1.2,7,33
2018-11-12,秋,230,重度污染,180,159,78,1.7,6,33
2018-11-13,秋,270,重度污染,220,164,75,2.2,4,37
2018-11-14,秋,84,良,62,57,32,0.8,3,52
2018-11-15,秋,39,优,14,28,31,0.4,3,52
2018-11-16,秋,78,良,44,76,62,0.8,7,24
2018-11-17,秋,64,良,30,77,42,0.7,5,63
2018-11-18,秋,83,良,47,92,66,1.1,10,17
2018-11-19,秋,69,良,40,87,54,0.8,6,50
2018-11-20,秋,49,优,21,49,35,0.5,4,55
2018-11-21,秋,68,良,28,64,54,0.7,6,37
2018-11-22,秋,93,良,69,98,66,1.4,13,13
2018-11-23,秋,123,轻度污染,93,106,63,1.2,9,46
2018-11-24,秋,119,轻度污染,90,112,73,1.4,8,24
2018-11-25,秋,266,重度污染,216,231,105,2.4,11,15
2018-11-26,秋,163,中度污染,50,275,31,0.5,3,61
2018-11-27,秋,116,轻度污染,56,181,68,1.3,15,12
2018-11-28,秋,101,轻度污染,58,152,65,1.6,14,17
2018-11-29,秋,123,轻度污染,93,184,83,1.9,12,16
2018-11-30,秋,175,中度污染,132,199,82,2.0,10,30
2018-12-01,冬,232,重度污染,182,227,85,2.6,7,5
2018-12-02,冬,0,无,0,0,21,0.5,3,57
2018-12-03,冬,61,良,14,71,25,0.4,3,58
2018-12-04,冬,77,良,39,103,59,1.1,10,8
2018-12-05,冬,37,优,9,37,15,0.4,3,54
2018-12-06,冬,38,优,6,38,12,0.3,3,56
2018-12-07,冬,36,优,11,36,22,0.3,3,60
2018-12-08,冬,73,良,41,71,58,0.9,9,26
2018-12-09,冬,83,良,58,89,66,1.1,12,18
2018-12-10,冬,52,良,21,54,32,0.6,6,52
2018-12-11,冬,73,良,31,64,58,0.8,7,31
2018-12-12,冬,49,优,13,40,39,0.5,5,58
2018-12-13,冬,83,良,48,76,66,1.0,11,23
2018-12-14,冬,120,轻度污染,91,116,85,1.5,14,12
2018-12-15,冬,88,良,65,107,59,1.2,8,54
2018-12-16,冬,57,良,25,53,45,0.6,6,53
2018-12-17,冬,67,良,27,58,53,0.8,6,53
2018-12-18,冬,78,良,34,72,62,1.0,8,25
2018-12-19,冬,93,良,51,93,74,1.2,11,10
2018-12-20,冬,94,良,70,117,70,1.3,12,43
2018-12-21,冬,66,良,34,82,41,0.8,7,53
2018-12-22,冬,52,良,13,53,22,0.4,3,58
2018-12-23,冬,78,良,51,93,62,1.0,10,19
2018-12-24,冬,58,良,27,66,35,0.7,7,55
2018-12-25,冬,33,优,9,26,26,0.4,4,50
2018-12-26,冬,51,良,7,52,10,0.3,4,54
2018-12-27,冬,39,优,9,39,19,0.4,4,50
2018-12-28,冬,33,优,10,28,26,0.4,5,52
2018-12-29,冬,47,优,15,32,37,0.5,4,42
2018-12-30,冬,70,良,38,59,56,0.9,10,20
2018-12-31,冬,45,优,28,45,34,0.7,8,47
2019-01-01,冬,78,良,57,75,56,1.0,12,28
2019-01-02,冬,162,中度污染,123,136,82,1.9,21,12
2019-01-03,冬,40,优,18,40,26,0.5,5,61
2019-01-04,冬,47,优,17,34,37,0.5,7,49
2019-01-05,冬,88,良,64,95,70,1.4,12,13
2019-01-06,冬,55,良,34,54,44,0.9,9,52
2019-01-07,冬,35,优,10,29,28,0.5,4,62
2019-01-08,冬,74,良,41,66,59,0.9,12,26
2019-01-09,冬,100,良,75,113,79,1.5,14,17
2019-01-10,冬,135,轻度污染,103,130,80,1.7,15,21
2019-01-11,冬,267,重度污染,217,212,101,2.7,14,14
2019-01-12,冬,169,中度污染,128,183,64,1.7,6,58
2019-01-13,冬,137,轻度污染,104,143,72,1.7,8,46
2019-01-14,冬,54,良,9,57,18,0.3,4,61
2019-01-15,冬,73,良,38,74,58,0.9,10,37
2019-01-16,冬,78,良,45,77,62,1.2,13,34
2019-01-17,冬,94,良,64,105,75,1.4,15,18
2019-01-18,冬,33,优,11,33,24,0.5,5,59
2019-01-19,冬,33,优,9,29,19,0.3,3,66
2019-01-20,冬,57,良,24,63,44,0.6,6,62
2019-01-21,冬,64,良,28,70,51,0.9,7,54
2019-01-22,冬,60,良,23,53,48,0.7,6,56
2019-01-23,冬,79,良,58,75,53,1.2,12,41
2019-01-24,冬,32,优,10,32,21,0.5,4,61
2019-01-25,冬,44,优,25,40,35,0.6,5,50
2019-01-26,冬,76,良,49,102,45,1.0,9,67
2019-01-27,冬,56,良,35,61,33,0.6,6,59
2019-01-28,冬,139,轻度污染,106,140,76,1.5,17,24
2019-01-29,冬,63,良,28,75,22,0.6,5,61
2019-01-30,冬,30,优,13,27,20,0.5,5,59
2019-01-31,冬,68,良,42,85,49,0.9,7,54
2019-02-01,冬,142,轻度污染,108,137,55,1.4,8,29
2019-02-02,冬,104,轻度污染,40,157,14,0.4,3,77
2019-02-03,冬,78,良,46,106,27,0.8,6,58
2019-02-04,冬,139,轻度污染,97,227,26,0.9,10,49
2019-02-05,冬,78,良,53,105,22,1.1,14,57
2019-02-06,冬,35,优,8,29,11,0.4,3,69
2019-02-07,冬,46,优,25,46,18,0.5,6,64
2019-02-08,冬,32,优,9,21,13,0.3,4,63
2019-02-09,冬,39,优,27,39,24,0.5,6,52
2019-02-10,冬,51,良,35,51,30,0.7,8,67
2019-02-11,冬,52,良,30,54,25,0.8,7,52
2019-02-12,冬,38,优,23,38,23,0.6,3,69
2019-02-13,冬,72,良,52,60,32,0.9,5,47
