日期,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2018/4/1,256,重度污染,206,225,63,1.6,9,143
2018/4/2,69,良,12,87,15,0.2,2,80
2018/4/3,39,优,22,20,31,0.4,2,59
2018/4/4,73,良,50,95,25,0.5,2,42
2018/4/5,59,良,14,68,8,0.2,2,83
2018/4/6,47,优,18,47,22,0.3,4,89
2018/4/7,66,良,38,82,45,0.5,6,82
2018/4/8,108,轻度污染,81,118,59,1.3,20,105
2018/4/9,80,良,47,109,37,0.8,7,82
2018/4/10,54,良,18,57,35,0.3,4,97
2018/4/11,76,良,29,102,37,0.6,9,94
2018/4/12,63,良,37,57,50,1.1,8,47
2018/4/13,113,轻度污染,26,175,12,0.3,2,93
2018/4/14,64,良,23,77,28,0.3,4,101
2018/4/15,101,轻度污染,67,152,45,0.6,9,143
2018/4/16,126,轻度污染,89,201,39,0.8,9,145
2018/4/17,133,轻度污染,101,197,45,0.8,7,160
2018/4/18,147,轻度污染,112,179,46,0.9,9,187
2018/4/19,150,轻度污染,115,146,41,1.3,11,211
2018/4/20,85,良,63,67,31,0.9,3,71
2018/4/21,36,优,10,18,19,0.3,2,71
2018/4/22,49,优,16,29,26,0.4,2,97
2018/4/23,56,良,18,33,35,0.4,2,107
2018/4/24,77,良,31,61,42,0.5,4,132
2018/4/25,113,轻度污染,85,103,50,0.7,6,153
2018/4/26,107,轻度污染,39,163,36,0.5,4,129
2018/4/27,133,轻度污染,88,159,51,0.7,6,196
2018/4/28,176,中度污染,133,156,55,1,8,155
2018/4/29,60,良,26,62,23,0.6,4,111
2018/4/30,111,轻度污染,38,171,30,0.4,2,77
2018/5/1,46,优,15,38,21,0.3,2,92
2018/5/2,50,优,14,50,27,0.3,3,100
2018/5/3,100,良,56,105,52,0.6,8,159
2018/5/4,0,无,0,0,45,0.5,4,79
2018/5/5,112,轻度污染,55,174,39,0.5,4,136
2018/5/6,92,良,51,124,42,0.7,7,150
2018/5/7,81,良,28,75,36,0.5,4,137
2018/5/8,106,轻度污染,43,92,46,0.6,7,166
2018/5/9,130,轻度污染,85,131,58,0.9,11,192
2018/5/10,100,良,75,100,48,0.8,6,101
2018/5/11,169,中度污染,128,115,40,1.4,4,149
2018/5/12,105,轻度污染,45,76,37,0.5,3,165
2018/5/13,158,中度污染,106,130,41,1.1,6,223
2018/5/14,83,良,61,92,40,1,4,125
2018/5/15,138,轻度污染,105,83,34,1.7,5,164
2018/5/16,54,良,38,54,27,0.9,3,73
2018/5/17,84,良,21,44,28,0.5,4,140
2018/5/18,97,良,35,63,39,0.7,5,156
2018/5/19,54,良,37,42,28,0.7,3,104
2018/5/20,79,良,58,38,34,0.9,2,49
2018/5/21,96,良,42,141,23,0.4,2,90
2018/5/22,130,轻度污染,52,209,38,0.5,5,138
2018/5/23,135,轻度污染,47,120,48,0.7,7,198
2018/5/24,144,轻度污染,55,118,37,0.7,6,208
2018/5/25,0,无,0,0,33,0.7,4,128
2018/5/26,83,良,40,116,31,0.3,3,128
2018/5/27,0,无,0,0,23,0.2,2,87
2018/5/28,55,良,13,50,31,0.3,2,105
2018/5/29,85,良,12,34,32,0.3,3,142
2018/5/30,137,轻度污染,26,65,43,0.5,5,200
2018/5/31,114,轻度污染,25,62,44,0.4,3,175
2018/6/1,178,中度污染,45,97,47,0.7,8,243
2018/6/2,81,良,49,112,37,0.6,4,115
2018/6/3,93,良,27,82,37,0.4,3,151
2018/6/4,147,轻度污染,35,106,39,0.5,6,211
2018/6/5,158,中度污染,45,130,41,0.7,8,223
2018/6/6,84,良,19,51,22,0.4,3,140
2018/6/7,80,良,14,42,30,0.4,2,135
2018/6/8,49,优,20,37,26,0.5,2,97
2018/6/9,95,良,31,31,21,0.6,2,153
2018/6/10,89,良,58,58,28,0.8,2,146
2018/6/11,125,轻度污染,77,75,39,0.9,3,187
2018/6/12,59,良,42,41,30,0.8,3,93
2018/6/13,111,轻度污染,23,37,33,0.6,3,172
2018/6/14,120,轻度污染,72,63,26,1.3,5,181
2018/6/15,126,轻度污染,73,75,26,0.9,3,188
2018/6/16,87,良,41,43,25,0.7,2,144
2018/6/17,131,轻度污染,72,71,31,0.8,3,194
2018/6/18,104,轻度污染,47,65,25,0.9,4,164
2018/6/19,86,良,35,45,30,0.6,3,143
2018/6/20,142,轻度污染,24,56,33,0.7,6,206
2018/6/21,89,良,55,82,46,1,6,146
2018/6/22,190,中度污染,50,76,29,0.7,4,255
2018/6/23,164,中度污染,48,83,28,0.7,4,229
2018/6/24,111,轻度污染,73,104,38,1,5,172
2018/6/25,144,轻度污染,110,95,32,1.5,4,202
2018/6/26,44,优,24,43,32,0.4,3,87
2018/6/27,59,良,8,22,23,0.3,3,110
2018/6/28,95,良,16,50,40,0.4,2,153
2018/6/29,165,中度污染,29,67,31,0.8,5,230
2018/6/30,107,轻度污染,44,49,24,0.9,4,167
2018/7/1,96,良,39,49,21,0.7,3,155
2018/7/2,109,轻度污染,49,46,22,0.7,3,169
2018/7/3,152,中度污染,52,69,29,0.8,3,217
2018/7/4,156,中度污染,61,92,33,1,3,221
2018/7/5,150,轻度污染,32,50,23,0.8,3,215
2018/7/6,65,良,47,45,25,0.8,3,46
2018/7/7,98,良,48,37,21,0.8,3,157
2018/7/8,93,良,69,62,27,0.8,3,75
2018/7/9,46,优,30,31,20,0.6,3,92
2018/7/10,40,优,27,25,32,0.6,3,62
2018/7/11,43,优,30,24,29,0.6,3,71
2018/7/12,55,良,39,42,35,0.8,3,98
2018/7/13,99,良,46,39,21,0.7,3,158
2018/7/14,103,轻度污染,53,51,26,0.8,3,163
2018/7/15,33,优,23,30,24,0.7,3,62
2018/7/16,32,优,18,12,25,0.6,3,57
2018/7/17,99,良,74,59,25,1.2,3,106
2018/7/18,84,良,62,50,29,0.8,3,117
2018/7/19,95,良,71,66,20,0.9,3,154
2018/7/20,116,轻度污染,61,68,19,0.8,3,177
2018/7/21,55,良,39,41,25,0.7,3,96
2018/7/22,89,良,46,53,23,0.8,3,146
2018/7/23,28,优,14,18,17,0.5,3,55
2018/7/24,48,优,9,15,16,0.4,3,96
2018/7/25,85,良,10,28,23,0.5,3,141
2018/7/26,83,良,43,50,21,1,3,139
2018/7/27,114,轻度污染,49,55,19,1,3,175
2018/7/28,130,轻度污染,65,78,24,1.1,3,192
2018/7/29,126,轻度污染,64,74,26,1,3,188
2018/7/30,145,轻度污染,56,73,28,1,3,209
2018/7/31,149,轻度污染,52,77,25,1,3,213
2018/8/1,135,轻度污染,74,90,23,1.3,3,198
2018/8/2,120,轻度污染,47,69,25,0.9,2,182
2018/8/3,152,中度污染,56,86,27,1,3,217
2018/8/4,73,良,30,48,19,0.7,3,127
2018/8/5,46,优,32,44,28,1.2,4,56
2018/8/6,78,良,55,54,24,1.1,3,133
2018/8/7,38,优,20,21,20,0.8,3,75
2018/8/8,95,良,26,30,26,0.9,2,154
2018/8/9,135,轻度污染,32,42,26,0.8,2,198
2018/8/10,76,良,41,43,22,1,3,131
2018/8/11,68,良,49,39,21,1,2,95
2018/8/12,76,良,41,37,20,0.9,2,131
2018/8/13,35,优,23,29,19,0.7,2,70
2018/8/14,45,优,13,25,24,0.5,2,89
2018/8/15,81,良,12,27,23,0.3,2,137
2018/8/16,137,轻度污染,28,57,36,0.6,2,200
2018/8/17,45,优,13,20,22,0.4,3,90
2018/8/18,38,优,18,31,28,0.6,3,75
2018/8/19,78,良,21,32,22,0.7,2,133
2018/8/20,51,良,11,27,25,0.4,2,101
2018/8/21,54,良,17,47,43,0.6,2,60
2018/8/22,68,良,15,36,31,0.5,2,121
2018/8/23,54,良,11,31,29,0.4,2,104
2018/8/24,121,轻度污染,27,60,29,0.6,3,183
2018/8/25,125,轻度污染,53,82,28,0.8,3,187
2018/8/26,124,轻度污染,56,79,30,1,5,186
2018/8/27,92,良,53,67,32,0.9,3,150
2018/8/28,53,良,8,21,22,0.4,2,103
2018/8/29,39,优,14,34,30,0.6,3,77
2018/8/30,86,良,13,28,26,0.5,3,143
2018/8/31,88,良,44,50,30,0.9,3,145
2018/9/1,67,良,41,34,19,0.8,2,120
2018/9/2,42,优,29,28,19,0.5,2,78
2018/9/3,43,优,7,19,24,0.3,2,86
2018/9/4,62,良,11,33,31,0.4,3,114
2018/9/5,35,优,8,35,19,0.3,2,68
2018/9/6,34,优,5,18,17,0.3,2,68
2018/9/7,42,优,8,23,27,0.3,2,84
2018/9/8,75,良,24,56,41,0.5,4,129
2018/9/9,75,良,43,74,52,0.9,6,129
2018/9/10,80,良,43,68,41,0.8,5,135
2018/9/11,103,轻度污染,47,58,37,0.8,4,163
2018/9/12,110,轻度污染,80,97,49,0.9,4,170
2018/9/13,132,轻度污染,100,109,50,1,5,157
2018/9/14,30,优,14,23,20,0.4,2,59
2018/9/15,42,优,8,26,30,0.3,3,83
2018/9/16,52,良,12,40,41,0.4,3,72
2018/9/17,63,良,20,55,50,0.5,3,56
2018/9/18,74,良,28,63,59,0.7,3,42
2018/9/19,64,良,45,70,50,0.7,3,116
2018/9/20,45,优,15,45,29,0.3,2,62
2018/9/21,34,优,6,25,18,0.2,2,68
2018/9/22,30,优,5,25,22,0.3,2,59
2018/9/23,36,优,8,25,28,0.3,3,72
2018/9/24,48,优,22,48,36,0.6,4,90
2018/9/25,54,良,34,57,40,0.6,3,93
2018/9/26,89,良,66,80,59,0.9,5,68
2018/9/27,75,良,55,42,35,0.8,3,83
2018/9/28,32,优,6,13,24,0.3,3,64
2018/9/29,30,优,5,18,21,0.3,3,59
2018/9/30,40,优,8,21,19,0.3,3,80
2018/10/1,44,优,11,29,35,0.4,3,81
2018/10/2,53,良,13,34,42,0.5,3,82
2018/10/3,74,良,46,74,56,1,8,128
2018/10/4,109,轻度污染,82,87,56,1.2,7,123
2018/10/5,33,优,8,21,18,0.3,3,66
2018/10/6,49,优,10,36,39,0.4,2,67
2018/10/7,42,优,9,34,33,0.4,2,73
2018/10/8,26,优,4,19,15,0.2,3,51
2018/10/9,33,优,7,22,26,0.3,3,52
2018/10/10,47,优,12,31,37,0.3,2,59
2018/10/11,73,良,40,73,58,0.6,4,72
2018/10/12,113,轻度污染,85,104,75,1,6,90
2018/10/13,189,中度污染,142,143,77,1.2,6,114
2018/10/14,203,重度污染,153,126,69,1.4,5,55
2018/10/15,83,良,61,38,37,0.9,3,74
2018/10/16,53,良,32,51,42,0.6,2,63
2018/10/17,67,良,31,50,53,0.6,3,64
2018/10/18,73,良,43,56,58,0.7,3,79
2018/10/19,88,良,65,75,68,0.8,5,81
2018/10/20,152,中度污染,116,111,85,1.4,7,56
2018/10/21,158,中度污染,120,116,58,1.2,5,72
2018/10/22,45,优,15,43,36,0.4,2,58
2018/10/23,85,良,45,95,68,0.9,4,37
2018/10/24,112,轻度污染,84,123,74,1.5,9,29
2018/10/25,45,优,5,45,11,0.2,3,56
2018/10/26,33,优,10,32,26,0.3,3,57
2018/10/27,36,优,4,29,11,0.2,2,72
2018/10/28,31,优,5,20,21,0.3,2,62
2018/10/29,49,优,11,33,39,0.4,3,65
2018/10/30,62,良,23,51,49,0.8,4,45
2018/10/31,80,良,51,77,64,0.9,6,58
2018/11/1,152,中度污染,116,126,96,1.5,8,31
2018/11/2,211,重度污染,161,148,89,1.7,8,81
2018/11/3,102,轻度污染,76,69,48,0.8,3,23
2018/11/4,47,优,20,27,37,0.5,2,30
2018/11/5,50,优,14,31,40,0.5,3,40
2018/11/6,65,良,28,55,52,0.7,4,16
2018/11/7,94,良,70,101,73,1.2,6,14
2018/11/8,54,良,31,58,41,0.6,3,61
2018/11/9,50,优,13,38,40,0.4,3,37
2018/11/10,72,良,46,80,57,0.7,5,49
2018/11/11,132,轻度污染,100,119,75,1.2,7,33
2018/11/12,230,重度污染,180,159,78,1.7,6,33
2018/11/13,270,重度污染,220,164,75,2.2,4,37
2018/11/14,84,良,62,57,32,0.8,3,52
2018/11/15,39,优,14,28,31,0.4,3,52
2018/11/16,78,良,44,76,62,0.8,7,24
2018/11/17,64,良,30,77,42,0.7,5,63
2018/11/18,83,良,47,92,66,1.1,10,17
2018/11/19,69,良,40,87,54,0.8,6,50
2018/11/20,49,优,21,49,35,0.5,4,55
2018/11/21,68,良,28,64,54,0.7,6,37
2018/11/22,93,良,69,98,66,1.4,13,13
2018/11/23,123,轻度污染,93,106,63,1.2,9,46
2018/11/24,119,轻度污染,90,112,73,1.4,8,24
2018/11/25,266,重度污染,216,231,105,2.4,11,15
2018/11/26,163,中度污染,50,275,31,0.5,3,61
2018/11/27,116,轻度污染,56,181,68,1.3,15,12
2018/11/28,101,轻度污染,58,152,65,1.6,14,17
2018/11/29,123,轻度污染,93,184,83,1.9,12,16
2018/11/30,175,中度污染,132,199,82,2,10,30
2018/12/1,232,重度污染,182,227,85,2.6,7,5
2018/12/2,0,无,0,0,21,0.5,3,57
2018/12/3,61,良,14,71,25,0.4,3,58
2018/12/4,77,良,39,103,59,1.1,10,8
2018/12/5,37,优,9,37,15,0.4,3,54
2018/12/6,38,优,6,38,12,0.3,3,56
2018/12/7,36,优,11,36,22,0.3,3,60
2018/12/8,73,良,41,71,58,0.9,9,26
2018/12/9,83,良,58,89,66,1.1,12,18
2018/12/10,52,良,21,54,32,0.6,6,52
2018/12/11,73,良,31,64,58,0.8,7,31
2018/12/12,49,优,13,40,39,0.5,5,58
2018/12/13,83,良,48,76,66,1,11,23
2018/12/14,120,轻度污染,91,116,85,1.5,14,12
2018/12/15,88,良,65,107,59,1.2,8,54
2018/12/16,57,良,25,53,45,0.6,6,53
2018/12/17,67,良,27,58,53,0.8,6,53
2018/12/18,78,良,34,72,62,1,8,25
2018/12/19,93,良,51,93,74,1.2,11,10
2018/12/20,94,良,70,117,70,1.3,12,43
2018/12/21,66,良,34,82,41,0.8,7,53
2018/12/22,52,良,13,53,22,0.4,3,58
2018/12/23,78,良,51,93,62,1,10,19
2018/12/24,58,良,27,66,35,0.7,7,55
2018/12/25,33,优,9,26,26,0.4,4,50
2018/12/26,51,良,7,52,10,0.3,4,54
2018/12/27,39,优,9,39,19,0.4,4,50
2018/12/28,33,优,10,28,26,0.4,5,52
2018/12/29,47,优,15,32,37,0.5,4,42
2018/12/30,70,良,38,59,56,0.9,10,20
2018/12/31,45,优,28,45,34,0.7,8,47
2019/1/1,78,良,57,75,56,1,12,28
2019/1/2,162,中度污染,123,136,82,1.9,21,12
2019/1/3,40,优,18,40,26,0.5,5,61
2019/1/4,47,优,17,34,37,0.5,7,49
2019/1/5,88,良,64,95,70,1.4,12,13
2019/1/6,55,良,34,54,44,0.9,9,52
2019/1/7,35,优,10,29,28,0.5,4,62
2019/1/8,74,良,41,66,59,0.9,12,26
2019/1/9,100,良,75,113,79,1.5,14,17
2019/1/10,135,轻度污染,103,130,80,1.7,15,21
2019/1/11,267,重度污染,217,212,101,2.7,14,14
2019/1/12,169,中度污染,128,183,64,1.7,6,58
2019/1/13,137,轻度污染,104,143,72,1.7,8,46
2019/1/14,54,良,9,57,18,0.3,4,61
2019/1/15,73,良,38,74,58,0.9,10,37
2019/1/16,78,良,45,77,62,1.2,13,34
2019/1/17,94,良,64,105,75,1.4,15,18
2019/1/18,33,优,11,33,24,0.5,5,59
2019/1/19,33,优,9,29,19,0.3,3,66
2019/1/20,57,良,24,63,44,0.6,6,62
2019/1/21,64,良,28,70,51,0.9,7,54
2019/1/22,60,良,23,53,48,0.7,6,56
2019/1/23,79,良,58,75,53,1.2,12,41
2019/1/24,32,优,10,32,21,0.5,4,61
2019/1/25,44,优,25,40,35,0.6,5,50
2019/1/26,76,良,49,102,45,1,9,67
2019/1/27,56,良,35,61,33,0.6,6,59
2019/1/28,139,轻度污染,106,140,76,1.5,17,24
2019/1/29,63,良,28,75,22,0.6,5,61
2019/1/30,30,优,13,27,20,0.5,5,59
2019/1/31,68,良,42,85,49,0.9,7,54
2019/2/1,142,轻度污染,108,137,55,1.4,8,29
2019/2/2,104,轻度污染,40,157,14,0.4,3,77
2019/2/3,78,良,46,106,27,0.8,6,58
2019/2/4,139,轻度污染,97,227,26,0.9,10,49
2019/2/5,78,良,53,105,22,1.1,14,57
2019/2/6,35,优,8,29,11,0.4,3,69
2019/2/7,46,优,25,46,18,0.5,6,64
2019/2/8,32,优,9,21,13,0.3,4,63
2019/2/9,39,优,27,39,24,0.5,6,52
2019/2/10,51,良,35,51,30,0.7,8,67
2019/2/11,52,良,30,54,25,0.8,7,52
2019/2/12,38,优,23,38,23,0.6,3,69
2019/2/13,72,良,52,60,32,0.9,5,47
2019/2/14,35,优,8,21,10,0.3,3,70
2019/2/15,38,优,8,19,13,0.3,3,75
2019/2/16,36,优,14,25,25,0.4,4,71
2019/2/17,59,良,31,42,47,0.7,7,45
2019/2/18,118,轻度污染,89,89,37,1,5,67
2019/2/19,64,良,46,39,32,0.6,5,74
2019/2/20,129,轻度污染,98,63,53,1.2,5,81
2019/2/21,132,轻度污染,100,85,61,1.3,6,60
2019/2/22,180,中度污染,136,74,66,1.6,9,93
2019/2/23,104,轻度污染,78,41,49,1,6,77
2019/2/24,70,良,51,75,49,1,9,67
2019/2/25,73,良,52,79,58,0.9,10,58
2019/2/26,120,轻度污染,91,106,60,1.1,8,76
2019/2/27,109,轻度污染,82,102,55,1,7,87
2019/2/28,158,中度污染,120,126,62,1.2,8,103
2019/3/1,233,重度污染,183,155,65,1.4,9,131
2019/3/2,213,重度污染,163,160,62,1.4,10,104
2019/3/3,143,轻度污染,109,107,54,1.1,6,91
2019/3/4,114,轻度污染,86,66,42,0.9,5,87
2019/3/5,42,优,8,22,16,0.3,2,84
2019/3/6,48,优,20,44,38,0.5,4,80
2019/3/7,79,良,58,103,59,0.8,9,88
2019/3/8,113,轻度污染,85,121,61,0.8,9,65
2019/3/9,145,轻度污染,111,133,55,1,5,70
2019/3/10,41,优,22,36,24,0.5,3,82
2019/3/11,39,优,4,26,11,0.3,2,77
2019/3/12,39,优,8,29,23,0.3,2,78
2019/3/13,43,优,7,43,23,0.3,3,79
2019/3/14,48,优,11,48,17,0.3,3,79
2019/3/15,56,良,23,61,38,0.5,4,76
2019/3/16,74,良,49,98,51,0.7,7,104
2019/3/17,134,轻度污染,102,144,74,0.9,10,112
2019/3/18,163,中度污染,124,168,74,1,9,130
2019/3/19,85,良,63,101,39,0.7,5,83
2019/3/20,40,优,5,25,11,0.3,2,79
2019/3/21,41,优,7,32,18,0.2,2,82
2019/3/22,41,优,11,33,14,0.3,3,81
2019/3/23,69,良,36,87,44,0.4,6,79
2019/3/24,56,良,21,61,39,0.5,3,94
2019/3/25,85,良,47,120,44,0.8,9,85
2019/3/26,91,良,63,132,52,0.9,7,79
2019/3/27,58,良,24,65,28,0.5,7,61
2019/3/28,71,良,22,92,30,0.4,4,76
2019/3/29,40,优,5,26,9,0.2,3,79
2019/3/30,42,优,8,30,25,0.3,2,83
2019/3/31,45,优,13,40,30,0.4,2,89
2019/4/1,58,良,30,66,40,0.6,6,88
2019/4/2,78,良,57,86,50,0.6,8,128
2019/4/3,90,良,67,124,54,0.6,7,126
2019/4/4,171,中度污染,40,292,25,0.3,3,84
2019/4/5,131,轻度污染,39,212,36,0.5,6,89
2019/4/6,75,良,40,99,40,0.6,8,94
2019/4/7,61,良,29,71,35,0.9,12,83
2019/4/8,39,优,24,39,22,0.5,3,70
2019/4/9,48,优,26,39,28,0.4,3,95
2019/4/10,65,良,47,68,37,0.4,2,105
2019/4/11,85,良,63,86,41,0.6,4,114
2019/4/12,109,轻度污染,82,87,38,0.6,4,92
2019/4/13,57,良,17,63,24,0.3,3,101
2019/4/14,74,良,43,97,42,0.5,6,114
2019/4/15,101,轻度污染,72,109,37,0.6,7,161
2019/4/16,138,轻度污染,105,137,54,1,9,189
2019/4/17,107,轻度污染,38,163,20,0.4,3,91
2019/4/18,61,良,20,72,27,0.4,3,86
2019/4/19,57,良,40,61,43,0.5,2,39
2019/4/20,112,轻度污染,59,174,41,0.8,5,105
2019/4/21,126,轻度污染,94,133,42,0.9,5,188
2019/4/22,124,轻度污染,94,69,30,0.7,2,104
2019/4/23,60,良,43,44,26,0.6,2,57
2019/4/24,49,优,9,21,16,0.2,3,97
2019/4/25,60,良,19,27,18,0.3,3,111
2019/4/26,54,良,38,38,27,0.4,3,79
2019/4/27,65,良,47,37,23,0.5,3,88
2019/4/28,139,轻度污染,106,85,38,0.9,3,126
2019/4/29,74,良,35,98,23,0.4,2,96
2019/4/30,60,良,13,38,28,0.3,3,111
2019/5/1,85,良,23,57,37,0.3,3,141
2019/5/2,108,轻度污染,53,93,44,0.6,7,168
2019/5/3,126,轻度污染,49,84,29,0.5,7,188
2019/5/4,52,良,22,54,15,0.2,2,96
2019/5/5,56,良,19,38,27,0.3,2,107
2019/5/6,65,良,23,52,32,0.3,3,118
2019/5/7,69,良,47,87,47,0.5,5,103
2019/5/8,81,良,37,68,39,0.5,3,137
2019/5/9,124,轻度污染,51,99,48,0.6,6,186
2019/5/10,138,轻度污染,71,97,41,0.8,6,201
2019/5/11,117,轻度污染,88,174,27,0.8,5,94
2019/5/12,60,良,19,69,21,0.3,3,102
2019/5/13,101,轻度污染,54,121,49,0.6,7,161
2019/5/14,134,轻度污染,91,208,49,1.1,10,197
2019/5/15,116,轻度污染,67,141,39,0.7,4,177
2019/5/16,112,轻度污染,81,115,34,0.8,3,173
2019/5/17,54,良,38,41,26,0.6,2,80
2019/5/18,58,良,30,65,15,0.3,3,82
2019/5/19,47,优,12,46,19,0.3,2,93
2019/5/20,61,良,14,39,35,0.4,2,113
2019/5/21,94,良,21,55,52,0.5,2,152
2019/5/22,195,中度污染,27,71,45,0.6,4,260
2019/5/23,130,轻度污染,45,111,54,0.7,6,192
2019/5/24,175,中度污染,49,115,44,0.7,6,240
2019/5/25,64,良,36,77,25,0.8,4,90
2019/5/26,48,优,6,15,14,0.2,3,96
2019/5/27,80,良,12,36,32,0.3,3,135
2019/5/28,144,轻度污染,21,51,33,0.4,3,208
2019/5/29,61,良,20,54,24,0.3,4,113
2019/5/30,60,良,10,33,23,0.3,3,112
2019/5/31,104,轻度污染,30,74,40,0.5,4,164
2019/6/1,141,轻度污染,45,79,38,0.7,4,205
2019/6/2,124,轻度污染,28,55,26,0.5,2,186
2019/6/3,98,良,60,70,26,1.2,7,157
2019/6/4,75,良,47,62,35,0.9,3,129
2019/6/5,73,良,53,54,41,0.9,3,109
2019/6/6,117,轻度污染,62,60,21,0.7,2,178
2019/6/7,80,良,34,47,22,0.5,2,136
2019/6/8,49,优,6,20,17,0.3,3,98
2019/6/9,97,良,29,54,27,0.6,2,156
2019/6/10,175,中度污染,51,62,24,0.9,5,240
2019/6/11,156,中度污染,35,56,27,0.9,7,221
2019/6/12,127,轻度污染,23,43,25,0.6,2,189
2019/6/13,87,良,31,56,33,0.6,3,144
2019/6/14,123,轻度污染,21,52,26,0.7,6,185
2019/6/15,36,优,25,32,23,0.6,3,58
2019/6/16,97,良,51,51,31,0.9,3,156
2019/6/17,186,中度污染,60,65,28,0.8,3,251
2019/6/18,154,中度污染,74,90,21,1.2,6,219
2019/6/19,179,中度污染,61,82,30,0.8,3,244
2019/6/20,101,轻度污染,51,79,28,1,6,161
2019/6/21,117,轻度污染,22,56,32,0.4,2,178
2019/6/22,193,中度污染,40,88,35,0.8,8,258
2019/6/23,166,中度污染,36,74,33,0.7,5,231
2019/6/24,187,中度污染,46,102,30,0.8,7,252
2019/6/25,188,中度污染,43,83,25,0.8,6,253
2019/6/26,170,中度污染,48,76,27,0.8,5,235
2019/6/27,120,轻度污染,27,40,18,0.6,2,181
2019/6/28,55,良,14,28,16,0.4,3,105
2019/6/29,47,优,5,18,14,0.3,3,93
2019/6/30,67,良,10,30,25,0.3,2,120
2019/7/1,110,轻度污染,24,62,34,0.6,2,170
2019/7/2,119,轻度污染,21,38,28,0.5,3,180
2019/7/3,173,中度污染,30,72,39,0.6,4,238
2019/7/4,60,良,27,49,34,0.6,2,112
2019/7/5,33,优,7,14,16,0.3,3,66
2019/7/6,64,良,13,21,17,0.4,2,116
2019/7/7,100,良,25,34,25,0.5,2,159
2019/7/8,50,优,29,49,40,0.6,2,98
2019/7/9,90,良,44,47,25,0.8,3,147
2019/7/10,96,良,28,39,23,0.5,2,155
2019/7/11,144,轻度污染,25,48,25,0.5,2,208
2019/7/12,151,中度污染,55,77,29,0.9,3,216
2019/7/13,117,轻度污染,15,31,17,0.5,2,178
2019/7/14,162,中度污染,53,68,25,0.8,3,227
2019/7/15,101,轻度污染,37,51,28,0.8,3,161
2019/7/16,72,良,52,42,29,0.8,3,69
2019/7/17,130,轻度污染,67,64,25,0.9,2,192
2019/7/18,77,良,56,61,31,0.9,2,110
2019/7/19,80,良,59,59,32,0.8,2,70
2019/7/20,146,轻度污染,64,69,27,0.8,2,210
2019/7/21,104,轻度污染,78,99,45,1.1,2,111
2019/7/22,105,轻度污染,24,28,17,0.6,2,165
2019/7/23,109,轻度污染,33,55,30,0.7,3,169
2019/7/24,130,轻度污染,24,52,31,0.5,3,192
2019/7/25,167,中度污染,40,70,24,0.7,2,232
2019/7/26,167,中度污染,83,86,27,0.9,3,232
2019/7/27,113,轻度污染,55,59,16,0.8,3,174
2019/7/28,43,优,14,13,22,0.5,3,86
2019/7/29,114,轻度污染,27,33,20,0.6,3,175
2019/7/30,142,轻度污染,22,43,27,0.7,3,206
2019/7/31,150,轻度污染,24,54,23,0.7,2,214
2019/8/1,83,良,29,36,21,0.8,5,139
2019/8/2,117,轻度污染,35,44,26,0.7,3,178
2019/8/3,65,良,40,45,28,0.9,3,117
2019/8/4,51,良,30,27,21,0.7,3,101
2019/8/5,91,良,46,47,24,0.7,2,149
2019/8/6,96,良,17,23,21,0.6,3,155
2019/8/7,123,轻度污染,33,46,28,0.7,2,185
2019/8/8,75,良,40,45,23,0.7,2,129
2019/8/9,61,良,23,25,26,0.6,3,113
2019/8/10,28,优,15,20,22,0.6,2,38
2019/8/11,39,优,6,16,15,0.4,2,78
2019/8/12,39,优,5,16,16,0.4,3,78
2019/8/13,44,优,11,28,28,0.5,2,88
2019/8/14,117,轻度污染,15,38,29,0.5,2,178
2019/8/15,39,优,6,18,16,0.3,2,78
2019/8/16,39,优,11,24,26,0.4,2,78
2019/8/17,86,良,15,45,33,0.5,2,143
2019/8/18,132,轻度污染,40,80,36,0.7,3,195
2019/8/19,70,良,51,54,30,0.8,3,88
2019/8/20,46,优,26,27,25,0.6,4,92
2019/8/21,43,优,14,32,34,0.6,3,83
2019/8/22,43,优,10,31,34,0.5,3,80
2019/8/23,100,良,15,43,32,0.5,3,159
2019/8/24,94,良,23,52,30,0.6,2,152
2019/8/25,102,轻度污染,76,90,39,0.9,2,123
2019/8/26,46,优,28,32,31,0.5,2,91
2019/8/27,34,优,4,25,21,0.3,2,67
2019/8/28,36,优,3,15,16,0.3,3,71
2019/8/29,45,优,6,21,20,0.3,2,89
2019/8/30,86,良,12,37,28,0.4,2,143
2019/8/31,100,良,20,51,32,0.4,3,160
2019/9/1,128,轻度污染,26,59,34,0.5,2,190
2019/9/2,178,中度污染,48,83,39,0.7,3,243
2019/9/3,143,轻度污染,52,79,39,0.8,3,207
2019/9/4,149,轻度污染,45,72,34,0.6,2,213
2019/9/5,178,中度污染,49,83,40,0.7,3,243
2019/9/6,150,轻度污染,45,74,36,0.7,3,215
2019/9/7,127,轻度污染,34,72,36,0.6,3,189
2019/9/8,147,轻度污染,65,92,31,1.3,7,211
2019/9/9,33,优,10,11,19,0.5,3,65
2019/9/10,40,优,15,26,32,0.7,5,47
2019/9/11,38,优,20,31,25,0.5,2,75
2019/9/12,35,优,22,23,22,0.5,2,69
2019/9/13,50,优,11,26,27,0.4,3,100
2019/9/14,68,良,27,53,38,0.5,2,121
2019/9/15,61,良,17,44,28,0.5,3,113
